Wavelength [nm],#20-Miroir inconnu.csv
400.08,0.6070070099246543
400.29,0.5801090508148603
400.5,0.6152095873973722
400.71,0.6431182777694056
400.92,0.6016728182227825
401.13,0.6299465932301126
401.34,0.6035877927296841
401.54,0.6168534298776568
401.75,0.6189633859346957
401.96,0.5794292051971806
402.17,0.616442266520767
402.38,0.535572405220634
402.59,0.5743393929595481
402.8,0.5902059056278803
403.01,0.5481955474484425
403.22,0.569361049230633
403.43,0.616800789365384
403.63,0.5986376431031893
403.84,0.5575631333817025
404.05,0.5797036759729882
404.26,0.5434752944387196
404.47,0.6228579264679234
404.68,0.4754113723201697
404.89,0.6121882575591293
405.1,0.6460409582491755
405.31,0.5419873301546796
405.52,0.5718772673017062
405.72,0.526462770130039
405.93,0.5897951607370266
406.14,0.586845370382995
406.35,0.5232457367149205
406.56,0.5380764333959129
406.77,0.5228955058057349
406.98,0.5020147063121897
407.19,0.5829530352517176
407.39,0.5685083055381263
407.6,0.5144890804769066
407.81,0.5832643184646775
408.02,0.5073840426302271
408.23,0.5021076771868516
408.44,0.4609330443709365
408.65,0.5389097540325207
408.86,0.510531542588023
409.06,0.532650442721456
409.27,0.48401396553665954
409.48,0.5856245738991247
409.69,0.5956407528819226
409.9,0.5270832529898489
410.11,0.5169868591830219
410.32,0.5219581497892762
410.52,0.4613865354984989
410.73,0.47294801711606577
410.94,0.46934764410186314
411.15,0.5202583603485893
411.36,0.5113166801223339
411.57,0.4788645126662957
411.78,0.49745994213752226
411.98,0.5134974122202778
412.19,0.4906455487469718
412.4,0.507999825010042
412.61,0.5182876793368116
412.82,0.5384466231200844
413.03,0.5298740234415777
413.23,0.5620121095304939
413.44,0.5066734189082295
413.65,0.4687825819162712
413.86,0.5425913547677716
414.07,0.5018127035769432
414.28,0.5239035151374416
414.48,0.5146659651556279
414.69,0.5157184680968625
414.9,0.5138209541357464
415.11,0.5002412887397361
415.32,0.474269995926254
415.53,0.4966258546905268
415.73,0.518444240000308
415.94,0.5292185585486733
416.15,0.5271624202249836
416.36,0.4719589361694109
416.57,0.49617623308718484
416.78,0.49560132535350804
416.98,0.5068349144586274
417.19,0.48466616800546364
417.4,0.5282775518279111
417.61,0.49607250755287013
417.82,0.5123083017373098
418.02,0.5229594963507717
418.23,0.5240855450228318
418.44,0.5316514341068946
418.65,0.49973116804740225
418.86,0.5953436763003942
419.07,0.5238443280436171
419.27,0.6155895283529158
419.48,0.5773118726614005
419.69,0.4890792993175216
419.9,0.5598554983163034
420.11,0.5025531357744512
420.31,0.542009884678748
420.52,0.46582382037611847
420.73,0.5027815877544303
420.94,0.5282068723775678
421.15,0.5143380629766927
421.35,0.5068488486511701
421.56,0.4907981593093863
421.77,0.4941752151474509
421.98,0.4997612682987037
422.19,0.5776849220940814
422.39,0.521219059385166
422.6,0.605650221381095
422.81,0.49477139324017005
423.02,0.5511093090097493
423.22,0.5726943091137466
423.43,0.5373365647655999
423.64,0.5404896036752652
423.85,0.5383117113456584
424.06,0.547391115087077
424.26,0.5676996556703321
424.47,0.582177144785138
424.68,0.6022095434554442
424.89,0.5625733503684993
425.09,0.516421507494064
425.3,0.5522681857496495
425.51,0.5629206290238588
425.72,0.5898028156111669
425.93,0.5696094409953493
426.13,0.5672923571581528
426.34,0.5829943055945092
426.55,0.6118524468262011
426.76,0.5913590845875797
426.96,0.5947190706401116
427.17,0.5931082072117512
427.38,0.5804463706985789
427.59,0.5516691606917171
427.79,0.5781745727641965
428.0,0.6132263599684645
428.21,0.6133737084374656
428.42,0.5625158207098048
428.62,0.601750131605064
428.83,0.6162454601624546
429.04,0.6105943451385263
429.25,0.6188699005093541
429.45,0.6311359694909596
429.66,0.6487764514454061
429.87,0.6057374533589623
430.08,0.6091219477058273
430.28,0.6581338377073361
430.49,0.5645125593186724
430.7,0.6252442053100643
430.91,0.6302362769566452
431.11,0.6747679392266381
431.32,0.5996644757874114
431.53,0.6014726484866256
431.74,0.6317942139328763
431.94,0.6359419973535951
432.15,0.666527052400938
432.36,0.641891753736684
432.56,0.6175824054892056
432.77,0.6384143652151439
432.98,0.6291410360927888
433.19,0.6410780569153801
433.39,0.6694205025017241
433.6,0.657955246035673
433.81,0.6833327471028943
434.02,0.6071216399766555
434.22,0.6777500759782367
434.43,0.6897647601103015
434.64,0.6650395221305104
434.84,0.6672703737975287
435.05,0.638910859814265
435.26,0.6796084203465981
435.47,0.6871899949781536
435.67,0.670972666608154
435.88,0.667971696049133
436.09,0.7089411600474629
436.29,0.6672341880850241
436.5,0.6955355117303315
436.71,0.6771497292445217
436.92,0.6609508865368608
437.12,0.6649256729610286
437.33,0.640177873463791
437.54,0.6595389640963838
437.74,0.6323808821541373
437.95,0.7113716424194717
438.16,0.6565859299772293
438.36,0.7007761912566568
438.57,0.6722366459276435
438.78,0.69336883529767
438.99,0.707532567888074
439.19,0.6738419715992418
439.4,0.6995563180455701
439.61,0.6615527820985462
439.81,0.6693617408297906
440.02,0.6740823627461677
440.23,0.6593737016667958
440.43,0.6704968877974691
440.64,0.6587314806997688
440.85,0.6685535997153976
441.05,0.6912150111678714
441.26,0.6971206225680934
441.47,0.684975647386616
441.67,0.6759753064668054
441.88,0.666554290366599
442.09,0.6642227900454538
442.29,0.6739832016692969
442.5,0.7093085191248917
442.71,0.7122295065805688
442.91,0.6940118957743895
443.12,0.7456121641611339
443.33,0.6818271962458275
443.53,0.6587504835506339
443.74,0.683709380678804
443.95,0.6831496165556767
444.15,0.6575070312170499
444.36,0.6973589400959695
444.57,0.6724132871316184
444.77,0.6532841236370523
444.98,0.6336975891404951
445.19,0.652195116393013
445.39,0.670466895290674
445.6,0.6583455435535717
445.81,0.6798517031236956
446.01,0.6624202826408684
446.22,0.6820519680299636
446.43,0.6711213415795092
446.63,0.6497080467385021
446.84,0.6581496921484344
447.05,0.6414252019643814
447.25,0.6677663185520166
447.46,0.6607910031448987
447.67,0.7017772564347131
447.87,0.6268903677668348
448.08,0.6784099887044485
448.28,0.6446604781997187
448.49,0.6073213434471911
448.7,0.6461988622148739
448.9,0.6584565004011447
449.11,0.6641976568863256
449.32,0.6314610557111977
449.52,0.6466949425040959
449.73,0.6290679698280781
449.93,0.6752343689039004
450.14,0.6298952606510034
450.35,0.6683754655660695
450.55,0.5975506942279812
450.76,0.6525646497477483
450.97,0.6161087497955559
451.17,0.616051283498987
451.38,0.6387000302768789
451.58,0.612004023931805
451.79,0.6130259297259398
452.0,0.614173646725766
452.2,0.5672026195965361
452.41,0.6040297819326865
452.62,0.6318263410221251
452.82,0.5715453427982521
453.03,0.6018917494200329
453.23,0.5802269455334627
453.44,0.5796579970617742
453.65,0.5877541790324937
453.85,0.6045733710228608
454.06,0.5435006035926929
454.26,0.5855288304712656
454.47,0.5655736628540663
454.68,0.5699262409539426
454.88,0.5281746606949218
455.09,0.5775117252587761
455.29,0.5538101753466663
455.5,0.5701066187674015
455.71,0.5421317353131216
455.91,0.55484387510008
456.12,0.5664719443311839
456.32,0.5909150821832919
456.53,0.5502243707140885
456.73,0.5573747176286533
456.94,0.5433084343401456
457.15,0.5463358568348262
457.35,0.5623450596431464
457.56,0.5539875956860095
457.76,0.5123118952552377
457.97,0.5366096785030464
458.18,0.5292545123267371
458.38,0.5038267235381311
458.59,0.49339248885010495
458.79,0.5366211399833853
459.0,0.5138782221065423
459.2,0.5510041778704247
459.41,0.518146734175989
459.62,0.5115475280047461
459.82,0.5265037603989802
460.03,0.4862104307105182
460.23,0.4799473239199838
460.44,0.5249031663772191
460.64,0.4808381983246056
460.85,0.48863221683742974
461.06,0.48015263693996385
461.26,0.48103197686435256
461.47,0.49255929680225985
461.67,0.4859306464354647
461.88,0.490710678061964
462.08,0.48919975780376174
462.29,0.475094969843289
462.49,0.48463548387640915
462.7,0.47076343124346615
462.91,0.46877983056665057
463.11,0.43994044330703336
463.32,0.4615821868952562
463.52,0.4520907484080289
463.73,0.46040117217643245
463.93,0.4587225770197514
464.14,0.45831772531428
464.34,0.453212863145807
464.55,0.4491512036819771
464.75,0.42924531669172333
464.96,0.46641074856046066
465.16,0.43999371110677504
465.37,0.4513782948554808
465.58,0.44964473078296946
465.78,0.4118029517623838
465.99,0.4431341062467555
466.19,0.44051817998987497
466.4,0.4253710389938385
466.6,0.4572351740273481
466.81,0.46516069032592416
467.01,0.44304643382510955
467.22,0.4440344369584816
467.42,0.4356319127568799
467.63,0.43199249103531046
467.83,0.4383625242730729
468.04,0.4257657516263369
468.24,0.43940198619169507
468.45,0.4093856599097753
468.65,0.40769571931358944
468.86,0.41712255553311667
469.06,0.4202940954043409
469.27,0.4121982155633288
469.47,0.44916651190194107
469.68,0.4150531558809259
469.88,0.4084250397971447
470.09,0.40062727031947165
470.29,0.4146938411710363
470.5,0.4148473703523528
470.7,0.4095089120322727
470.91,0.41095111985383137
471.11,0.41755688409030073
471.32,0.3913534909638793
471.52,0.39321750626738344
471.73,0.4017040506139479
471.93,0.3863189923689214
472.14,0.39817563783361154
472.34,0.3870764180395593
472.55,0.4029381311738147
472.75,0.40219659086840526
472.96,0.3959532985843314
473.16,0.40192398994933914
473.37,0.4099024906318827
473.57,0.40374733096463644
473.78,0.3878921449384606
473.98,0.38510649242192724
474.19,0.38787978060705336
474.39,0.39956305867216657
474.6,0.4039200470478777
474.8,0.3878474916819975
475.01,0.40081399329019257
475.21,0.3946270004664165
475.42,0.384111020586154
475.62,0.37294759857224247
475.83,0.383061414170301
476.03,0.3852124386055572
476.24,0.39190369182009643
476.44,0.39672275209474483
476.64,0.3790243731608443
476.85,0.3780488783945436
477.05,0.3711876406369076
477.26,0.3885290186206915
477.46,0.38679631775006174
477.67,0.37902070670148585
477.87,0.3832858995525143
478.08,0.3674185082741725
478.28,0.3805718183368385
478.49,0.3642680676625915
478.69,0.38261598195453583
478.9,0.3621755690188553
479.1,0.38270603517983187
479.3,0.38042674450813585
479.51,0.3695016837255208
479.71,0.37071382499611616
479.92,0.37143764653763695
480.12,0.35534490282632314
480.33,0.3686662528752419
480.53,0.3747597570817174
480.74,0.3684650340303909
480.94,0.37974426889032253
481.14,0.37189694646173327
481.35,0.362855292463204
481.55,0.377311141018333
481.76,0.3714817008873145
481.96,0.36748224803429075
482.17,0.38502238658602833
482.37,0.35517391939284815
482.57,0.37303959617060417
482.78,0.3765452936886712
482.98,0.3627303103046953
483.19,0.3568397202883598
483.39,0.3679371005048328
483.6,0.36327638971327686
483.8,0.370614143760008
484.0,0.3596793607740039
484.21,0.3671177511821538
484.41,0.37475756810699484
484.62,0.35634573753130805
484.82,0.36210721570920823
485.02,0.3783560668384315
485.23,0.36725189335014635
485.43,0.35918365912708594
485.64,0.3712224490907674
485.84,0.3719930382818135
486.05,0.3594545848163352
486.25,0.37565289416263686
486.45,0.3695805280877054
486.66,0.3687797407061861
486.86,0.3747769466129497
487.07,0.35268295496661434
487.27,0.3591229516134822
487.47,0.36187223364118987
487.68,0.36330764025285955
487.88,0.3719809058816774
488.09,0.37751386720809144
488.29,0.37855816552793353
488.49,0.3757203041655181
488.7,0.3774321856600713
488.9,0.3623156169293406
489.1,0.3692480015708205
489.31,0.366919788184285
489.51,0.36775566726404235
489.72,0.3647983241960726
489.92,0.3573075860409779
490.12,0.35869719170882436
490.33,0.3760660121062802
490.53,0.36640969058989076
490.74,0.3765684660581294
490.94,0.3755186149923621
491.14,0.37429664641008326
491.35,0.36421712838743264
491.55,0.37684905047812634
491.75,0.3704015953664168
491.96,0.37775969071116083
492.16,0.3916249459288286
492.36,0.38100975354316297
492.57,0.3838840595223397
492.77,0.3814300107473133
492.98,0.3658263699575786
493.18,0.37356828767175965
493.38,0.37916612870230026
493.59,0.3801494980866155
493.79,0.3742779343018589
493.99,0.37488320685829574
494.2,0.3701967622549633
494.4,0.3975718505637089
494.6,0.3936306359231291
494.81,0.3739227220479854
495.01,0.3683499511161758
495.22,0.3952480098978901
495.42,0.3888015394498426
495.62,0.3807077880334191
495.83,0.37667840233789684
496.03,0.3781590841800629
496.23,0.3922017895700755
496.44,0.39462284970493766
496.64,0.3862455846409796
496.84,0.38500234379316295
497.05,0.40244304601442715
497.25,0.39341554667900863
497.45,0.383432595808959
497.66,0.40769384985070656
497.86,0.39769027906575216
498.06,0.408671160433338
498.27,0.39810271757709653
498.47,0.3858118894068067
498.67,0.39992165566958526
498.88,0.3903398361160458
499.08,0.40412314112270575
499.28,0.41259023795415806
499.49,0.4125041294737349
499.69,0.40584624413979353
499.89,0.40250323442846014
500.1,0.40221364883684746
500.3,0.39513255421983096
500.5,0.3966959582019462
500.7,0.41242770248525135
500.91,0.410017416377765
501.11,0.4139771901318284
501.31,0.3957795085118052
501.52,0.41243357172068107
501.72,0.41191978519436645
501.92,0.40393721026349555
502.13,0.40813849384900774
502.33,0.40626347974249194
502.53,0.41350924392680594
502.74,0.4103273868200628
502.94,0.4248883467867577
503.14,0.4043607826778428
503.34,0.40335950499884426
503.55,0.40797899086321393
503.75,0.43112359227388136
503.95,0.41985260284414233
504.16,0.42913347072308594
504.36,0.41663401443028847
504.56,0.4158155563650233
504.76,0.43246770862526596
504.97,0.41698293131256187
505.17,0.4333430297757104
505.37,0.42989400682155476
505.58,0.43146106481820984
505.78,0.42950260427711573
505.98,0.4298468719203259
506.18,0.4329188308365998
506.39,0.4428680810745061
506.59,0.43691970296511756
506.79,0.43327728650623454
507.0,0.43149255590070096
507.2,0.4314092874034874
507.4,0.4438495122209539
507.6,0.43262776585773466
507.81,0.43971555325538747
508.01,0.4360478874263871
508.21,0.4561564219623057
508.41,0.4393249495307839
508.62,0.436094601234034
508.82,0.44931307589213
509.02,0.44917087382217485
509.23,0.4531743548249023
509.43,0.4457002812258265
509.63,0.4560196992003582
509.83,0.43781447301212234
510.04,0.4603218092691405
510.24,0.456782993956811
510.44,0.4586332977982377
510.64,0.46355120983076054
510.85,0.4571654653900862
511.05,0.45668181530268503
511.25,0.46777509209799883
511.45,0.4462090431201632
511.66,0.45971174960944644
511.86,0.4553662132990457
512.06,0.4538981776749222
512.26,0.4556606087002244
512.46,0.464818278811363
512.67,0.46508223810676164
512.87,0.47322220871787485
513.07,0.4774802631108057
513.27,0.47101109731248153
513.48,0.4667662864400347
513.68,0.45671331260348835
513.88,0.4625643544819421
514.08,0.4606778684415287
514.29,0.467126966974375
514.49,0.47561477632675997
514.69,0.46448575026632616
514.89,0.46683975964238644
515.09,0.4649512141196544
515.3,0.4765317295776527
515.5,0.47882587533178844
515.7,0.4805955199785651
515.9,0.49072226152826354
516.11,0.4755187550850218
516.31,0.4840718567120887
516.51,0.4817924346798944
516.71,0.4862120455749984
516.91,0.4825636988553724
517.12,0.4764529912144468
517.32,0.47943874420072957
517.52,0.4879884786689573
517.72,0.48331082236607825
517.92,0.4965537066239599
518.13,0.4966253375199334
518.33,0.4941335870909057
518.53,0.48386149819166896
518.73,0.48840040844554533
518.93,0.4993215549917253
519.14,0.5036113126824077
519.34,0.4893452629943593
519.54,0.4867030515729961
519.74,0.5040543598696257
519.94,0.5006694637614165
520.15,0.5065237665178299
520.35,0.4962749528736582
520.55,0.5201382909973719
520.75,0.5157915264898154
520.95,0.5062774003274735
521.16,0.5065427895741804
521.36,0.5115632398068748
521.56,0.5036974888929067
521.76,0.5171739029317844
521.96,0.502903558985327
522.16,0.5090435028569563
522.37,0.5049565956619176
522.57,0.5047721313867367
522.77,0.5138943362357875
522.97,0.5143047233557482
523.17,0.5049195307725323
523.37,0.5010141811558624
523.58,0.5187578401761718
523.78,0.5171026364932846
523.98,0.5073501649899588
524.18,0.518191832037629
524.38,0.5148147053550143
524.58,0.5200682085957407
524.79,0.5071001717392136
524.99,0.5130159732542339
525.19,0.5258553721470005
525.39,0.517150746411487
525.59,0.5150155358636878
525.79,0.5212281269299768
526.0,0.5227640165616112
526.2,0.5129585584328229
526.4,0.5179643515025101
526.6,0.5180695055578716
526.8,0.5287839789063972
527.0,0.5146361683672471
527.2,0.5123806750587645
527.41,0.5020951931423239
527.61,0.5184273491303976
527.81,0.5182598607977112
528.01,0.520897548898755
528.21,0.5183418815516845
528.41,0.5153851695150178
528.61,0.5225611697969724
528.82,0.525102338767217
529.02,0.5078939359571604
529.22,0.5206212449243647
529.42,0.5066770523970651
529.62,0.5019549922021767
529.82,0.5234823710673232
530.02,0.5169123540236675
530.22,0.5125546891669903
530.43,0.510018168266986
530.63,0.5142156330321426
530.83,0.5225917270017243
531.03,0.5076600317985742
531.23,0.5241056192638772
531.43,0.5146629087629745
531.63,0.5201752267758049
531.83,0.5154245276690032
532.03,0.5226113050095681
532.24,0.5234381276354625
532.44,0.525670390578305
532.64,0.5300987783974737
532.84,0.5139440077033289
533.04,0.5062276192252405
533.24,0.5112094968787115
533.44,0.5094143379489988
533.64,0.5232524785278956
533.84,0.5206223398719463
534.04,0.5143404847199841
534.25,0.514180779036227
534.45,0.49807326927214546
534.65,0.5129955682395493
534.85,0.5069935435676199
535.05,0.5113468044679
535.25,0.5216327525640496
535.45,0.5172249044752315
535.65,0.5055840261053173
535.85,0.508216269388104
536.05,0.5141937444280437
536.25,0.5134232905568537
536.46,0.5070490391250698
536.66,0.5027673320126834
536.86,0.5134276331253028
537.06,0.5035103439523761
537.26,0.5078613825617173
537.46,0.5173998934038901
537.66,0.4908500235383197
537.86,0.5072526174012748
538.06,0.5048326211825251
538.26,0.49584216570772316
538.46,0.5015948544191658
538.66,0.5041716365901554
538.86,0.5026839339267535
539.07,0.5013057626686618
539.27,0.5007253925351781
539.47,0.4924834452394771
539.67,0.5058221766136239
539.87,0.4987482657327937
540.07,0.4950147079632376
540.27,0.5079358335460912
540.47,0.48967788303071674
540.67,0.5072885157639482
540.87,0.4801945402348982
541.07,0.5080721843966582
541.27,0.49318353897628303
541.47,0.4940636382920929
541.67,0.4901019499731609
541.87,0.48215750260071993
542.07,0.48417681171143584
542.27,0.49016333475863294
542.47,0.4877760302222801
542.67,0.4765205993985203
542.87,0.48000895825430756
543.08,0.4765298261585898
543.28,0.48171321181701804
543.48,0.4839272865347193
543.68,0.47865708566943393
543.88,0.4646983985761765
544.08,0.4890167579165576
544.28,0.48044861032494507
544.48,0.4672588589491206
544.68,0.48214411818034336
544.88,0.4879924344584563
545.08,0.4840738120418094
545.28,0.476534423076105
545.48,0.4754290913791979
545.68,0.46379916852007813
545.88,0.4748403259647622
546.08,0.4673751981536695
546.28,0.4716387690983234
546.48,0.46765457978918173
546.68,0.46810706343745123
546.88,0.4745701733804125
547.08,0.4520955632343947
547.28,0.4634052962143201
547.48,0.4622133365764173
547.68,0.4721595638333595
547.88,0.46242391569861335
548.08,0.4568844906496463
548.28,0.45620639053470446
548.48,0.46926470031788087
548.68,0.4447989094624771
548.88,0.452203655739698
549.08,0.46542828686404913
549.28,0.44364947801713855
549.48,0.4433555524519645
549.68,0.44787418210662644
549.88,0.44925558000935234
550.08,0.44235897478063824
550.28,0.4471647000334818
550.48,0.4445298652085405
550.68,0.4394972914857697
550.88,0.4417496935358853
551.08,0.44148962746165354
551.28,0.4416775531944717
551.48,0.4415806023164624
551.68,0.4392138081531532
551.88,0.4342217569972328
552.08,0.4342287660113311
552.28,0.4321916138242175
552.48,0.4225057740624715
552.68,0.4348144000478363
552.88,0.43038515815645706
553.08,0.4408776665949939
553.28,0.4165079399971057
553.48,0.4315409771690731
553.68,0.4342748662914528
553.88,0.4311832764804165
554.08,0.4174452019271577
554.28,0.4332359708055063
554.47,0.42750023656736824
554.67,0.42529640803698776
554.87,0.42997908474172325
555.07,0.4282860700977667
555.27,0.4256639722333035
555.47,0.4149107136047487
555.67,0.41971514040207153
555.87,0.4156058983211911
556.07,0.41449576190282483
556.27,0.418575881384023
556.47,0.42001566543742114
556.67,0.41471212101734195
556.87,0.4218259902405459
557.07,0.40966800385864627
557.27,0.4111415566492239
557.47,0.4179552609240233
557.67,0.4084732786245426
557.87,0.41363393281242905
558.07,0.41610123566022694
558.26,0.4095837855767337
558.46,0.40314492075826036
558.66,0.40997463339736845
558.86,0.4050673222679388
559.06,0.4026872260580287
559.26,0.39805259113588454
559.46,0.39223252314111595
559.66,0.39108360385051727
559.86,0.39316105717992805
560.06,0.39936218036836063
560.26,0.39806240085690986
560.46,0.39603035181770607
560.66,0.3842654873834033
560.86,0.3906660490224634
561.05,0.3904027783961886
561.25,0.3875261987433183
561.45,0.39866820295893346
561.65,0.3915939200858534
561.85,0.3836183171492051
562.05,0.3863231483244295
562.25,0.38863250102919583
562.45,0.3893915194258008
562.65,0.38439373894345824
562.85,0.37910477589632435
563.05,0.3819065390966856
563.24,0.382967372735177
563.44,0.3811628573129831
563.64,0.3819945776880586
563.84,0.3781619325452024
564.04,0.3840018167155714
564.24,0.3664232890957385
564.44,0.38674104150978666
564.64,0.36816300507770694
564.84,0.37472040364918763
565.03,0.37374655732434237
565.23,0.3766901600807417
565.43,0.37493067482862674
565.63,0.3641012761703563
565.83,0.36622706108715697
566.03,0.37320793929391627
566.23,0.37518742564878516
566.43,0.36898949211109594
566.63,0.3747709702518505
566.82,0.36167525464603856
567.02,0.3646383217984378
567.22,0.36008890935282833
567.42,0.35673170277884464
567.62,0.35853027576237306
567.82,0.3624516667426473
568.02,0.3673106713476829
568.22,0.3645920949242947
568.41,0.36331124755386235
568.61,0.3647006683864382
568.81,0.35877018520589404
569.01,0.3685628395252507
569.21,0.3713537449688074
569.41,0.3656716809359503
569.61,0.3621131839480826
569.8,0.36685781626195646
570.0,0.35234994127518227
570.2,0.35521000866390395
570.4,0.36102709170496566
570.6,0.35929627711262924
570.8,0.3645577682224003
571.0,0.35906856186413555
571.19,0.3678477674911257
571.39,0.3474434078129498
571.59,0.358594041093971
571.79,0.3527048727414471
571.99,0.35522874937385324
572.19,0.35632779025305905
572.38,0.3542080980516647
572.58,0.35021522403372213
572.78,0.35099921491366987
572.98,0.346120349108114
573.18,0.35307314882662855
573.38,0.3526310527220751
573.57,0.34830745898390925
573.77,0.34596613341771115
573.97,0.34112484144549793
574.17,0.3396758641735541
574.37,0.3456243001342842
574.57,0.34436557118605043
574.76,0.3286080656906898
574.96,0.3368818332426254
575.16,0.3501907401676051
575.36,0.35262600149099277
575.56,0.3440681817474374
575.75,0.33598115841439574
575.95,0.3386333604330194
576.15,0.3380203870877476
576.35,0.344661416526477
576.55,0.343038885999924
576.74,0.3392932090707298
576.94,0.3384852704391657
577.14,0.3421725010458675
577.34,0.33855190957333625
577.54,0.3324725163995239
577.74,0.3382969740676791
