Wavelength [nm],#24-EO-43128.csv
400.08,0.05735702036910197
400.29,0.04824718184701676
400.5,0.024182586745134408
400.71,0.1279672700278518
400.92,0.04007371741320742
401.13,0.03516439692385634
401.34,0.06441174857530331
401.54,0.009251592929911139
401.75,0.06969551207452124
401.96,0.06690080895837493
402.17,0.10356238535504919
402.38,0.015855811062771962
402.59,0.027061469621824215
402.8,0.03806228373702428
403.01,0.03165493453128871
403.22,0.021150829362327872
403.43,-0.01589143250975545
403.63,0.09222070956895846
403.84,0.039651742457930635
404.05,0.00996865895859436
404.26,0.025470184403570486
404.47,0.04421034072376256
404.68,0.05266162044274443
404.89,0.09555792934244482
405.1,0.06463835553396574
405.31,0.013032480469187252
405.52,0.007119619912467577
405.72,0.0217717751370542
405.93,0.02413052570241686
406.14,0.018283953478859652
406.35,0.028645057157137468
406.56,0.02816080792386876
406.77,0.0068693291903586
406.98,0.07948172984980525
407.19,0.08575290010136281
407.39,0.062259691367052464
407.6,0.004110528490435081
407.81,0.05462738910968511
408.02,0.05147744746829786
408.23,0.0200021841214372
408.44,0.05810087491392389
408.65,0.021088509215639498
408.86,0.035530133178370595
409.06,0.012326754265243342
409.27,0.023133235724743826
409.48,0.06176927669773414
409.69,0.028330764387903568
409.9,0.056548958105693506
410.11,0.015529302487591115
410.32,0.06679487679266781
410.52,0.04117516879689677
410.73,0.04265503756935492
410.94,0.018517994281623998
411.15,0.02566757470796821
411.36,0.030372688840015472
411.57,0.05866474077406679
411.78,0.0050155550803175205
411.98,0.03964619197147034
412.19,0.01524806091081212
412.4,0.02263336024466782
412.61,0.03233119725808856
412.82,0.007267189387237421
413.03,-0.011061050820705706
413.23,0.008702939389495342
413.44,0.021491380428823186
413.65,0.004612022425634426
413.86,0.04120110903244438
414.07,0.07882348963283833
414.28,0.030515390388833875
414.48,0.05370943891074472
414.69,0.0645046178875515
414.9,0.042835003454750616
415.11,0.05373555490884447
415.32,0.02438641536512354
415.53,0.03666385332971445
415.73,0.011205506133965697
415.94,0.0523362776832904
416.15,0.01949528658261108
416.36,0.0067799037472253305
416.57,-0.00866330754924489
416.78,0.035556726391676875
416.98,0.0359941743532839
417.19,0.00047336679422279644
417.4,0.0047290947759292155
417.61,-0.014114953744534683
417.82,0.012031011261388757
418.02,0.014942336620424577
418.23,0.044112118148203615
418.44,0.004759297477151202
418.65,0.05335308425229974
418.86,0.01821088676161202
419.07,0.0466624585183627
419.27,0.026537011505472156
419.48,0.03464195917720897
419.69,0.0372974273667912
419.9,0.04020102213490686
420.11,0.03310515696497457
420.31,0.042750330394482
420.52,0.030073663115850153
420.73,0.022848887182019387
420.94,0.03615269019466303
421.15,0.0405215390515148
421.35,0.010858055355993759
421.56,0.04524654870509934
421.77,0.03856097879129446
421.98,0.023902402582849678
422.19,0.024235333444760192
422.39,0.030305268423367355
422.6,0.04633729279537087
422.81,0.06210703879773044
423.02,0.047354200231801306
423.22,0.035267988637864116
423.43,0.01105690718646963
423.64,0.02508000449865555
423.85,0.0022154072382869158
424.06,0.04046916398460345
424.26,0.03394106726329322
424.47,0.052555883866526286
424.68,0.037831712977254524
424.89,0.026635327162962203
425.09,0.03374353359614659
425.3,0.03083566133463241
425.51,-0.005098131569607537
425.72,0.04226688434270238
425.93,0.026601474056418647
426.13,0.007526823297036288
426.34,0.02406650510983872
426.55,0.03006723791176557
426.76,0.016267451474841717
426.96,0.045863282897123894
427.17,0.009867963003648303
427.38,0.006697817807746543
427.59,0.025071837101912322
427.79,0.032784121388612184
428.0,0.0012645117407905854
428.21,0.06730537783311692
428.42,0.02583464727822799
428.62,0.037162968780114575
428.83,0.017152674171526775
429.04,0.0317011171524962
429.25,0.024236365655892513
429.45,0.027111288401528877
429.66,0.023521343029535683
429.87,0.01928314138493599
430.08,0.0019793992652885136
430.28,0.03182785009505431
430.49,0.009965249533642449
430.7,0.01656956685038479
430.91,0.0012224829255899777
431.11,0.03710822952138524
431.32,0.021583240213632754
431.53,0.03579436235090622
431.74,0.035872061220466454
431.94,0.012492667821626887
432.15,0.019383588770454232
432.36,0.014187276726381589
432.56,-0.0026989328073027704
432.77,0.02770169480098101
432.98,-0.0004035014040201616
433.19,0.029493956527771124
433.39,0.03350862903248697
433.6,0.02314960588252418
433.81,0.01840673389376966
434.02,0.03963067549849127
434.22,0.025773431553694454
434.43,0.041567942466366414
434.64,0.02951182974420215
434.84,0.0018111213925862942
435.05,0.019298755448859714
435.26,0.04252493286027221
435.47,0.03544027091115631
435.67,0.023269421549149336
435.88,0.016079918249046997
436.09,0.016149254580189207
436.29,0.029260809548238106
436.5,0.023538891192277332
436.71,0.01812050683081581
436.92,0.02269966882171446
437.12,0.03778863022142149
437.33,0.0217113272589802
437.54,0.02676974796476242
437.74,0.026287652545809854
437.95,0.02433436807791185
438.16,0.01758334707218995
438.36,-0.003079813400979936
438.57,0.007833013610137503
438.78,0.006570525217790604
438.99,0.00806952781508285
439.19,0.030806834305063754
439.4,0.022547572834354723
439.61,0.022112263769642513
439.81,0.01132677404986395
440.02,-0.0035681701578398504
440.23,0.042070103538038695
440.43,0.02267140771864083
440.64,0.006642191033156218
440.85,0.033726824976743876
441.05,0.007044349637860925
441.26,0.00999128869272318
441.47,0.028286404940957216
441.67,0.02729796456798743
441.88,0.011139014069971472
442.09,0.02955298789651996
442.29,0.012398331619295887
442.5,0.045358258816252314
442.71,0.023146420297305126
442.91,0.012076868622014028
443.12,0.035366427007006346
443.33,0.02356154171475269
443.53,0.02611713703446773
443.74,0.014729618384369697
443.95,0.017763811322598
444.15,-0.00032631062551746667
444.36,0.031300541864558426
444.57,0.010336693116019754
444.77,0.020848682493527393
444.98,0.007295028903320876
445.19,0.031341225801305814
445.39,0.023798961098709732
445.6,0.02176940289183451
445.81,0.023488187408893125
446.01,0.030699414494552345
446.22,0.0021514006398466396
446.43,0.027637239570520014
446.63,0.023756790051289403
446.84,0.023713971425669375
447.05,0.010434921322197305
447.25,0.014755289499083647
447.46,-0.0027981819596163645
447.67,0.036610876221703496
447.87,0.01694240438725865
448.08,0.02008261050884471
448.28,0.022816315049226467
448.49,0.0015091703517223893
448.7,0.03173398018121895
448.9,0.016695049197601463
449.11,0.023926639998809115
449.32,0.013598556337031763
449.52,0.031907656568882455
449.73,0.01527064462912817
449.93,0.004630527594778697
450.14,0.029603427316655426
450.35,0.026911950055182255
450.55,0.0002740511241326301
450.76,0.027667793864976985
450.97,0.020990979613553996
451.17,-0.0021302977856629203
451.38,0.04836679923957664
451.58,0.029715677450097972
451.79,0.03227902367210649
452.0,0.03395698682485066
452.2,0.026205894092206167
452.41,0.023164379395925114
452.62,0.021790909146476904
452.82,0.026291980124502668
453.03,0.01926536779629549
453.23,0.030123317881971933
453.44,0.015604471497371352
453.65,0.028635353023932525
453.85,0.031539866318701544
454.06,0.00025547865193083533
454.26,0.034755061567309814
454.47,0.004939434244367883
454.68,0.02709906193326344
454.88,0.026254515963897995
455.09,0.024692877332598877
455.29,0.008886689373429226
455.5,0.014981138717962812
455.71,0.014325351075170557
455.91,0.0018351973740512808
456.12,0.019055477507734484
456.32,0.018852483204312306
456.53,0.008424429867257959
456.73,0.025916286939159268
456.94,0.024552329745769826
457.15,0.027183525366414336
457.35,0.010267080662874462
457.56,0.0377165279153227
457.76,0.013955613219183734
457.97,0.007895611244407831
458.18,-0.012026129851314286
458.38,0.013095028373451223
458.59,0.022152857043024547
458.79,0.012650403308649494
459.0,0.029794690661275353
459.2,0.020682648261848267
459.41,0.011287111243346677
459.62,0.008499862623179776
459.82,0.006151122087442824
460.03,0.023846147436485006
460.23,0.0015905011644446528
460.44,0.01996235739008931
460.64,0.01740038251776872
460.85,0.01857780933431307
461.06,0.011491689935522905
461.26,0.011248699942623877
461.47,0.005104250502797625
461.67,0.013436835261971682
461.88,0.015343417171105914
462.08,0.020602384620887874
462.29,-0.002178898090219169
462.49,0.012413402223582953
462.7,0.015018685380084853
462.91,0.015414985339797389
463.11,0.005456740341317787
463.32,0.009398771499158395
463.52,-0.006519616151344179
463.73,0.0002067247073898732
463.93,0.03439823217174058
464.14,0.018200877132132497
464.34,0.019784035151629648
464.55,0.007875271647028347
464.75,0.01407883634370009
464.96,0.021822354336869427
465.16,0.009549852814630676
465.37,0.011914924559171076
465.58,0.017336678731330987
465.78,0.014988287199240561
465.99,0.010187229624502523
466.19,0.024087879775584804
466.4,0.016658836011981624
466.6,0.014004316889501382
466.81,0.002949006467368556
467.01,0.009817500689762278
467.22,0.017398784658899324
467.42,0.013292713339219652
467.63,0.014198793733147658
467.83,0.009309474563084702
468.04,0.02014117309065857
468.24,0.00461474775951136
468.45,0.006940641719708338
468.65,0.007760817252444602
468.86,0.011253905551575162
469.06,0.0056768521055430956
469.27,0.010130409017663915
469.47,0.008001229579061308
469.68,0.010063688790895649
469.88,0.008910785183507321
470.09,0.01048526561913883
470.29,0.013886362842506808
470.5,0.004143991451448856
470.7,0.01388642230860155
470.91,0.016834573170803457
471.11,0.02297730585051011
471.32,0.00894626251939865
471.52,0.011180943979626906
471.73,0.013510990466841906
471.93,0.013291067281595705
472.14,0.016794113243538498
472.34,0.016177489921646707
472.55,0.011919927510791475
472.75,0.01281001105564604
472.96,0.018346984726937
473.16,0.0056565260448049855
473.37,0.009523830938790482
473.57,0.004275770738763492
473.78,0.011165736275644926
473.98,0.010506526108974583
474.19,0.01116918571464027
474.39,0.01107891773631659
474.6,0.006627534587604845
474.8,0.017526084266890576
475.01,0.006345166064178923
475.21,0.010040333641306888
475.42,0.007163152254217452
475.62,0.011769747318085102
475.83,0.0038349896332308675
476.03,0.01289834290103456
476.24,0.006667052139817002
476.44,0.005790849030980635
476.64,0.003544619135642978
476.85,0.011524254099143028
477.05,0.005132598902412088
477.26,0.01467109401865229
477.46,0.009923697949874166
477.67,0.01014196588816345
477.87,0.00405348582961905
478.08,0.008275467810476857
478.28,0.006921459146776044
478.49,0.007973346217408172
478.69,0.00884049870910758
478.9,0.01554711037783711
479.1,0.0076592625149227165
479.3,0.007411147131049996
479.51,0.005561280193916097
479.71,0.006437853766774827
479.92,0.002433203913521384
480.12,0.009510720493379463
480.33,0.00800077890150548
480.53,0.014779688346048987
480.74,0.006967285587975252
480.94,0.005674810365484724
481.14,-0.0009721594835740483
481.35,0.004100641808339125
481.55,0.011062255640520458
481.76,0.012995132121840065
481.96,0.010932857713894345
482.17,0.004800034423169875
482.37,-0.0023758568466560382
482.57,0.009974054006664493
482.78,0.007090652911587453
482.98,0.006031187267150024
483.19,0.0054117098546949734
483.39,0.004556697586854078
483.6,0.005923302879377327
483.8,0.004826022802495487
484.0,0.005838809518549435
484.21,0.006068186327919897
484.41,0.001703624343236547
484.62,0.003296571177212127
484.82,0.005135584597572975
485.02,0.0030687912986459864
485.23,0.005817926576406739
485.43,0.0106420883596229
485.64,0.005074545969842351
485.84,0.0010559207580414238
486.05,0.008605993357729635
486.25,0.009636563309356973
486.45,0.0018198242656597924
486.66,0.010499493383894632
486.86,0.008598662311981227
487.07,0.005063380099596833
487.27,0.004795511818115949
487.47,0.00509153360032162
487.68,0.009079835608298817
487.88,0.003939333342572856
488.09,0.00973272253000453
488.29,0.007140868401707406
488.49,-0.0015673659988008355
488.7,-0.0004583217340338696
488.9,0.004123204510311809
489.1,0.0016785593842179787
489.31,0.006094121522493821
489.51,0.008819829939648508
489.72,0.005563755525440722
489.92,0.005829729301328408
490.12,0.005556878773154992
490.33,0.006128967498012645
490.53,0.008308648310033407
490.74,0.004243708513429476
490.94,0.002976119353599383
491.14,0.000598334954728062
491.35,-0.0033448442635828396
491.55,0.003127815262154782
491.75,0.00411732842699656
491.96,0.008717329812853697
492.16,0.007859864558940473
492.36,0.01106966634087956
492.57,0.0014322874695220848
492.77,0.005917323096882445
492.98,0.010025949023974376
493.18,0.005833630605352322
493.38,0.005649657559887968
493.59,0.006796921841589103
493.79,0.0026693622620149056
493.99,0.00901771087228771
494.2,0.009939608546120686
494.4,0.011308138428524175
494.6,0.002193484676942763
494.81,0.008269171979012988
495.01,0.004770758447526613
495.22,0.0036423256077004903
495.42,0.005200828491344922
495.62,0.007811046297622028
495.83,0.007237792487605408
496.03,0.001660656698162673
496.23,0.00289723259276646
496.44,0.005337911909825149
496.64,0.0021027524439935176
496.84,0.0060915839314325225
497.05,0.009699645309359605
497.25,0.009297504975483904
497.45,0.008595563705885802
497.66,0.005381528043977698
497.86,0.006730884371928013
498.06,0.004622595254632052
498.27,0.00446704836221858
498.47,0.0071731773472181026
498.67,0.0065840836791543665
498.88,0.005411759669795406
499.08,0.0034210735281634858
499.28,0.0036716978775054123
499.49,0.008533415673794545
499.69,0.007363681720636949
499.89,0.0018712997031936295
500.1,0.003893211319287869
500.3,0.0009746593974448704
500.5,0.0041413043183549806
500.7,-0.0014185065573129605
500.91,0.00464419046223736
501.11,0.0015523338066947185
501.31,0.003945351599505269
501.52,0.007036452310000598
501.72,0.006916934147510225
501.92,0.0035160398775502125
502.13,0.007496022534691832
502.33,0.004012464542202337
502.53,0.0006573905666833672
502.74,0.005652984453367773
502.94,0.006140726990915948
503.14,0.007751169975622797
503.34,0.006024738831883411
503.55,0.009338957306953811
503.75,0.005447609186205532
503.95,0.00451817572909744
504.16,0.004751790409563596
504.36,0.003549398094500708
504.56,0.0072909256529278335
504.76,0.005351240116514432
504.97,0.003964403940421301
505.17,0.00701214102131119
505.37,0.00702433521639384
505.58,0.005627113116101713
505.78,0.007595914711138074
505.98,0.004396068603787651
506.18,0.004927648463214388
506.39,-0.0009295655625408069
506.59,0.007832184738184814
506.79,0.0034319222750068034
507.0,0.005672631055121482
507.2,0.0018470249089434035
507.4,0.0026273093844830704
507.6,0.0027116915334407777
507.81,0.005460521568637214
508.01,0.005605066729238566
508.21,0.006996801049196029
508.41,6.392523382728714e-05
508.62,0.006363032790086461
508.82,0.006533811994349944
509.02,0.004909191653627435
509.23,0.002080172488425086
509.43,0.0059585173832262224
509.63,0.0025208182276512457
509.83,0.0051977805307033605
510.04,0.011448336717506459
510.24,0.004801537894461608
510.44,0.003587143607119308
510.64,0.006832002656646467
510.85,0.0025880637334002752
511.05,0.003289376662397203
511.25,0.00561456601121392
511.45,0.0023247009406495334
511.66,0.0009764426740707745
511.86,0.0063581564885046
512.06,0.007685015991735836
512.26,0.0075637333526905395
512.46,0.0030954582393033585
512.67,0.005307373385581554
512.87,0.006192864292414697
513.07,0.006960459417997376
513.27,0.005526889461742668
513.48,0.005138242986693367
513.68,-0.0009507866817181342
513.88,0.0053029059041226935
514.08,0.0016990946479652881
514.29,0.0010679172711018008
514.49,0.0010688604857936918
514.69,0.004408295517182343
514.89,0.005684278592155152
515.09,-0.001183188803255216
515.3,0.00269080775172622
515.5,0.006515780812211732
515.7,0.0038082025382921983
515.9,0.005270382166315893
516.11,0.005832224443194262
516.31,0.005603029297003995
516.51,0.00483096041148354
516.71,0.004214873670344369
516.91,0.005476829946184875
517.12,0.00208550081002621
517.32,0.007980245233078529
517.52,0.006016588161849857
517.72,0.00456118967085654
517.92,0.00329135778313241
518.13,0.0006532436057500946
518.33,0.008477770464505319
518.53,0.0012493299497135086
518.73,0.004870675105396107
518.93,0.00182089983188112
519.14,0.0018478681633496599
519.34,0.0025949878973951716
519.54,0.0017064173252894657
519.74,0.003089735854665279
519.94,0.0072916758510628964
520.15,0.0006403981331194508
520.35,0.003402565483707933
520.55,0.005068069818165963
520.75,0.0040103936278975795
520.95,0.006247078707911224
521.16,0.003283320937051089
521.36,0.008360323424632811
521.56,0.006039577209280598
521.76,0.001402289691937142
521.96,0.006709698889427755
522.16,0.007781735867424013
522.37,0.0069216577703151115
522.57,0.0026519743898528393
522.77,0.004881406265083994
522.97,0.002376588788823627
523.17,-0.001377777162443602
523.37,0.004773662811527422
523.58,0.0020533913747965145
523.78,0.0030363426801161145
523.98,0.006550075611318605
524.18,0.007340448816467333
524.38,0.0020234738731496685
524.58,0.002556646870448732
524.79,0.00707117373277726
524.99,-0.0019378511684172766
525.19,0.0026839923508387964
525.39,0.003066542222780132
525.59,0.00048392628903286413
525.79,5.136801654756381e-05
526.0,0.003741393681835134
526.2,0.003068525227619445
526.4,0.007592678070992377
526.6,0.0015542954459491192
526.8,0.002137235555102817
527.0,0.0032497538036237233
527.2,0.006654035735700647
527.41,0.0018547987045050226
527.61,0.0023106041984169946
527.81,0.00566884560337454
528.01,0.005366924371970281
528.21,0.008747374829566765
528.41,0.004557940150493118
528.61,0.00412849083297466
528.82,0.0033944152189609306
529.02,-5.585197630507986e-05
529.22,0.005997231807534792
529.42,0.005287452221306503
529.62,0.002762174832642387
529.82,0.004325017096714552
530.02,0.003427233273207104
530.22,0.0062882795642895135
530.43,0.0043024873049664685
530.63,0.0014373181523879672
530.83,0.00340617144227554
531.03,0.0026824601352935804
531.23,0.005868813436222632
531.43,0.00047599262460342346
531.63,0.0017748261511466644
531.83,0.00495245543115957
532.03,0.0027591726612397655
532.24,0.0027481579657188584
532.44,0.0036834245893479383
532.64,0.0026519966771101503
532.84,0.004283815432320403
533.04,0.0024886067577973526
533.24,-0.00048469962290445914
533.44,0.004424790648566313
533.64,0.0024052761293189224
533.84,0.002416917727687234
534.04,0.006010472671473058
534.25,0.0030764829600158318
534.45,0.005429756767084347
534.65,-0.0002699530020655395
534.85,0.003560968721262068
535.05,0.004795014395127342
535.25,0.0019807281133400827
535.45,0.001461805120494512
535.65,0.002081488366083549
535.85,0.0004787447720339146
536.05,-0.0007007778827550297
536.25,-0.00016192147836976278
536.46,0.008093019775265473
536.66,0.0038469842019053977
536.86,0.0012348628620705855
537.06,0.005733889660136375
537.26,0.00452810419817043
537.46,0.005662481624204852
537.66,0.006166243128650483
537.86,0.0039050629474270495
538.06,0.003362140887114846
538.26,0.00026168587410510134
538.46,0.009791818258620646
538.66,0.003496992477999013
538.86,0.0012200221356164253
539.07,0.000690597395538031
539.27,0.0020969558306645256
539.47,0.0022806616020109908
539.67,0.0028681191350978085
539.87,0.0029229459099999085
540.07,0.0035681814085669374
540.27,0.0031935108545457776
540.47,0.005383900789799946
540.67,0.0020951507304772287
540.87,0.005008499989338672
541.07,0.002225986742647227
541.27,0.0026159921216453684
541.47,0.0049918219744493255
541.67,0.0015524612666123624
541.87,0.00037139396663766496
542.07,0.004869236295281957
542.27,0.0011103605296011632
542.47,0.008890821629926498
542.67,0.006005997963951774
542.87,0.00026033505538467666
543.08,0.003762538456226011
543.28,0.0025061443746564895
543.48,-0.0003724903887227639
543.68,0.004249027966604108
543.88,-0.0004754386289543217
544.08,0.006783671055965194
544.28,0.0033574779580363267
544.48,0.0015345174890365766
544.68,0.003445781522869771
544.88,0.005398297060619368
545.08,0.00595857935350902
545.28,0.0022008586094332608
545.48,0.003018426703714061
545.68,0.003719143386347757
545.88,0.004725716913387854
546.08,0.002926370943669375
546.28,0.0037430834945618857
546.48,0.004260365874208073
546.68,0.005325389213420547
546.88,0.006201559260085884
547.08,0.00047782386020942403
547.28,0.0022626364016462056
547.48,0.0013135247586346203
547.68,0.0024083695758193107
547.88,-0.0018804732170524495
548.08,0.003412466104991459
548.28,0.0016355272569496641
548.48,0.00727529430830049
548.68,0.004043018166930724
548.88,0.0022467731572150293
549.08,0.0023957878314534347
549.28,0.0011075418999727247
549.48,0.003188877064290642
549.68,0.004020623788784738
549.88,0.004010564340214359
550.08,0.005244051527823826
550.28,0.004018943711114047
550.48,0.00046728708456844024
550.68,0.003333982130860372
550.88,0.0019255958753623891
551.08,-0.0017261580755084237
551.28,0.003581994710922976
551.48,0.0012036364995125484
551.68,0.0019168036300938583
551.88,0.003044399631238599
552.08,0.00579789807865907
552.28,0.002946272862463222
552.48,0.0031806877105628757
552.68,0.001792753025662911
552.88,0.004724379502358537
553.08,0.006330427133436039
553.28,0.003918249811781131
553.48,0.008671584493844935
553.68,0.005221806765237531
553.88,0.005799110334269584
554.08,0.007415854328724762
554.28,0.004432178509396095
554.47,0.0033762745183843743
554.67,0.0032777500750222296
554.87,0.005241328610123377
555.07,0.0027662158550516465
555.27,0.0019902162103533198
555.47,0.003076511843535534
555.67,0.0026225275150579637
555.87,0.0031104284724458526
556.07,0.00514200713086557
556.27,0.006122136086880366
556.47,0.001580878609767783
556.67,0.0021924017064664687
556.87,0.0028191599516124845
557.07,0.0016712770651805394
557.27,0.0023842035280365933
557.47,0.0029098376777473376
557.67,0.006442162741188626
557.87,0.004460201238670041
558.07,0.005846232771323641
558.26,0.0054123567764418155
558.46,0.002779511611021239
558.66,0.003671548666397494
558.86,0.0020712584232449754
559.06,0.0015581114718085471
559.26,0.0028702359613187243
559.46,0.004344745195164808
559.66,0.005083995902656574
559.86,0.00409940146771034
560.06,0.0009562573113008009
560.26,0.005216781345440324
560.46,0.0046919438680953305
560.66,0.004277202352195852
560.86,0.0018396769047283855
561.05,0.002225210383365247
561.25,0.0022331714072554693
561.45,0.0008471670984041282
561.65,0.003888993047445861
561.85,0.00230076843902823
562.05,0.004919476055289151
562.25,0.00034217880314010607
562.45,0.0022296261530472252
562.65,0.0056652753759268565
562.85,0.0026076242979984157
563.05,0.005895553177476017
563.24,0.0017472146908487647
563.44,0.002201017323102089
563.64,0.0032138680167262163
563.84,0.0035987297431694628
564.04,0.0016375473624544296
564.24,0.0019654629716929855
564.44,0.0029005763979535627
564.64,0.003941309484399936
564.84,0.0031087383297948926
565.03,0.001328985474845272
565.23,0.002489254302936733
565.43,0.002208154725652597
565.63,0.002197358456453298
565.83,0.005012788848769934
566.03,0.0030559121193863064
566.23,0.0024870667960601753
566.43,0.007268696714919844
566.63,0.0012256162636839017
566.82,0.00407200551834628
567.02,0.00496324823768094
567.22,0.0037938299094269707
567.42,0.003455196101718196
567.62,0.003294434732686001
567.82,0.002947932845178023
568.02,0.0034273464080638084
568.22,0.004469903491742325
568.41,0.003651286537839383
568.61,0.0038413053927054794
568.81,0.0020794424349089963
569.01,0.0054036704030869746
569.21,0.005946348801763499
569.41,0.0031566921558980037
569.61,0.0064488390589071245
569.8,0.009286658262102733
570.0,0.005990448809378038
570.2,0.002936851962344784
570.4,0.006646096993562001
570.6,0.005505374745272532
570.8,0.006167960790715449
571.0,0.004324534202227857
571.19,0.01011514871970773
571.39,0.0027912396026921037
571.59,0.00716243607933169
571.79,0.0106125681751504
571.99,0.006653847189077277
572.19,0.01042243794838863
572.38,0.012494241984860285
572.58,0.013017751479289944
572.78,0.01444828256752589
572.98,0.01031550839226325
573.18,0.016013130481549624
573.38,0.014471905696494413
573.57,0.019122599638691264
573.77,0.02770730034495973
573.97,0.029102040745695022
574.17,0.032946503861356544
574.37,0.04116050334567418
574.57,0.045201867858862335
574.76,0.05398637538012771
574.96,0.06556731585286633
575.16,0.07980924273332114
575.36,0.09143017558010771
575.56,0.11023262296845295
575.75,0.11861600534012855
575.95,0.14186154629917985
576.15,0.16997650360460312
576.35,0.18973344403031214
576.55,0.21046655052229024
576.74,0.22848145711166717
576.94,0.2541596904879782
577.14,0.2727166026791368
577.34,0.2967573718384893
577.54,0.30794369694208573
577.74,0.3297576462308697
577.93,0.33815386386280477
578.13,0.34128184835738457
578.33,0.360204507955841
578.53,0.3691806553257252
578.72,0.3712599718794251
578.92,0.37827271626569375
579.12,0.3864021760042733
